               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,    train/theta_loss,   metrics/precision,      metrics/recall,    metrics/HBBmAP.5,metrics/HBBmAP.5:.95,        val/box_loss,        val/obj_loss,        val/cls_loss,      val/theta_loss,               x/lr0,               x/lr1,               x/lr2
                 284,            0.050637,            0.024273,           0.0081871,            0.090963,             0.80404,             0.64737,             0.73483,             0.45374,            0.039657,            0.019456,            0.010275,            0.088076,           0.0020632,           0.0020632,           0.0020632
                 285,            0.051934,            0.023033,           0.0075513,            0.090539,              0.7884,             0.63745,             0.71497,             0.46097,            0.039792,            0.019511,            0.010286,             0.08743,            0.002056,            0.002056,            0.002056
                 286,             0.05003,            0.023999,           0.0080693,            0.089501,             0.77132,             0.64275,             0.69757,             0.45031,             0.03899,            0.019475,            0.011075,             0.08758,           0.0020492,           0.0020492,           0.0020492
                 287,            0.051719,            0.023764,           0.0084138,            0.090208,              0.7772,             0.64705,             0.68052,             0.44107,              0.0399,            0.019644,            0.011727,            0.087248,           0.0020429,           0.0020429,           0.0020429
                 288,            0.049796,            0.023847,           0.0081254,             0.09034,             0.81094,             0.62187,             0.70211,             0.46108,            0.039906,            0.019579,            0.011329,            0.087397,            0.002037,            0.002037,            0.002037
                 289,            0.050444,            0.023301,           0.0077852,            0.089467,              0.8127,             0.62888,             0.70222,             0.46456,            0.040383,            0.019676,            0.011498,            0.087009,           0.0020315,           0.0020315,           0.0020315
                 290,            0.051484,            0.024206,           0.0083965,            0.090736,             0.82987,             0.62498,             0.71309,             0.47023,            0.039686,            0.019569,             0.01139,            0.088148,           0.0020265,           0.0020265,           0.0020265
                 291,            0.050328,             0.02398,           0.0076908,            0.090573,             0.78171,             0.63578,             0.69836,             0.44198,            0.040396,            0.019549,            0.011069,            0.087331,           0.0020219,           0.0020219,           0.0020219
                 292,            0.049821,            0.023799,           0.0081629,            0.089218,             0.72885,              0.6855,             0.72123,             0.45383,            0.039099,            0.019566,            0.010529,            0.087197,           0.0020178,           0.0020178,           0.0020178
                 293,            0.051429,             0.02353,           0.0082046,            0.089718,             0.75735,             0.65547,             0.70486,             0.45222,            0.039379,            0.019738,            0.010244,             0.08731,            0.002014,            0.002014,            0.002014
                 294,            0.050836,            0.023508,           0.0080039,            0.090359,             0.76606,             0.65857,             0.70111,             0.44793,            0.039794,            0.019708,            0.010189,            0.087392,           0.0020107,           0.0020107,           0.0020107
                 295,            0.051468,            0.022845,           0.0078588,            0.089656,             0.87737,             0.58457,             0.69973,             0.46651,            0.039758,            0.019638,             0.01032,             0.08758,           0.0020079,           0.0020079,           0.0020079
                 296,            0.050465,             0.02478,           0.0087521,            0.090477,             0.82951,             0.64137,             0.70942,             0.45962,            0.039033,            0.019574,            0.010118,            0.087096,           0.0020055,           0.0020055,           0.0020055
                 297,            0.051721,              0.0236,             0.00822,            0.090622,               0.762,             0.65645,             0.71056,             0.44804,            0.040591,            0.019766,            0.010058,            0.087058,           0.0020035,           0.0020035,           0.0020035
                 298,            0.051059,            0.023971,           0.0083549,            0.091253,             0.73327,             0.66378,             0.69312,             0.44236,            0.041335,            0.020008,            0.010552,             0.08797,            0.002002,            0.002002,            0.002002
                 299,            0.051483,             0.02333,           0.0078982,            0.089959,             0.78106,             0.63518,             0.69129,             0.44689,            0.040124,            0.019953,             0.01102,             0.08772,           0.0020009,           0.0020009,           0.0020009
